Date Open High Low Close AdjClose Volume
2018-01-02 42.540000915527344 43.07500076293945 42.314998626708984 43.064998626708984 40.95050048828125 102223600
2018-01-03 43.13249969482422 43.63750076293945 42.9900016784668 43.057498931884766 40.943359375 118071600
2018-01-04 43.1349983215332 43.36750030517578 43.02000045776367 43.25749969482422 41.133541107177734 89738400
2018-01-05 43.36000061035156 43.842498779296875 43.26250076293945 43.75 41.60186767578125 94640000
2018-01-08 43.587501525878906 43.90250015258789 43.48249816894531 43.587501525878906 41.44733810424805 82271200
2018-01-09 43.63750076293945 43.76499938964844 43.352500915527344 43.58250045776367 41.44258499145508 86336000
2018-01-10 43.290000915527344 43.57500076293945 43.25 43.5724983215332 41.43307876586914 95839600
2018-01-11 43.647499084472656 43.872501373291016 43.622501373291016 43.81999969482422 41.668426513671875 74670800
2018-01-12 44.04499816894531 44.34000015258789 43.912498474121094 44.272499084472656 42.09870910644531 101672400
2018-01-16 44.474998474121094 44.84749984741211 44.03499984741211 44.04750061035156 41.88475036621094 118263600
2018-01-17 44.037498474121094 44.8125 43.76750183105469 44.775001525878906 42.576541900634766 137547200
2018-01-18 44.842498779296875 45.025001525878906 44.5625 44.814998626708984 42.61457061767578 124773600
2018-01-19 44.65250015258789 44.89500045776367 44.352500915527344 44.6150016784668 42.42439270019531 129700400
2018-01-22 44.32500076293945 44.44499969482422 44.150001525878906 44.25 42.07731628417969 108434400
2018-01-23 44.32500076293945 44.86000061035156 44.20500183105469 44.2599983215332 42.086822509765625 130756400
2018-01-24 44.3125 44.32500076293945 43.29999923706055 43.55500030517578 41.41643524169922 204420400
2018-01-25 43.627498626708984 43.73749923706055 42.63249969482422 42.77750015258789 40.6771125793457 166116000
2018-01-26 43.0 43.0 42.51499938964844 42.877498626708984 40.7722053527832 156572000
2018-01-29 42.540000915527344 42.540000915527344 41.76750183105469 41.9900016784668 39.928279876708984 202561600
2018-01-30 41.38249969482422 41.842498779296875 41.17499923706055 41.74250030517578 39.692928314208984 184192800
2018-01-31 41.717498779296875 42.11000061035156 41.625 41.85749816894531 39.80228042602539 129915600
2018-02-01 41.79249954223633 42.154998779296875 41.689998626708984 41.94499969482422 39.88547897338867 188923200
2018-02-02 41.5 41.70000076293945 40.025001525878906 40.125 38.15485382080078 346375200
2018-02-05 39.775001525878906 40.970001220703125 39.0 39.122501373291016 37.20157241821289 290954000
2018-02-06 38.70750045776367 40.93000030517578 38.5 40.75749969482422 38.75630569458008 272975200
2018-02-07 40.772499084472656 40.849998474121094 39.76750183105469 39.8849983215332 37.926639556884766 206434400
2018-02-08 40.0724983215332 40.25 38.75749969482422 38.787498474121094 36.883026123046875 217562000
2018-02-09 39.26750183105469 39.47249984741211 37.560001373291016 39.102500915527344 37.33415222167969 282690400
2018-02-12 39.625 40.97249984741211 39.377498626708984 40.6775016784668 38.83792495727539 243278000
2018-02-13 40.48749923706055 41.1875 40.412498474121094 41.084999084472656 39.22699737548828 130196800
2018-02-14 40.7599983215332 41.8849983215332 40.720001220703125 41.842498779296875 39.95024108886719 162579600
2018-02-15 42.4474983215332 43.272499084472656 42.25 43.247501373291016 41.29170608520508 204588800
2018-02-16 43.09000015258789 43.70500183105469 42.942501068115234 43.10749816894531 41.15803527832031 160704400
2018-02-20 43.01250076293945 43.564998626708984 42.85499954223633 42.962501525878906 41.01959228515625 135722000
2018-02-21 43.20750045776367 43.529998779296875 42.752498626708984 42.76750183105469 40.833412170410156 149886400
2018-02-22 42.95000076293945 43.48749923706055 42.9275016784668 43.125 41.17474365234375 123967600
2018-02-23 43.41749954223633 43.912498474121094 43.3849983215332 43.875 41.89082717895508 135249600
2018-02-26 44.087501525878906 44.84749984741211 44.0525016784668 44.74250030517578 42.719093322753906 152648800
2018-02-27 44.775001525878906 45.119998931884766 44.540000915527344 44.59749984741211 42.580650329589844 155712400
2018-02-28 44.814998626708984 45.154998779296875 44.51250076293945 44.529998779296875 42.51620101928711 151128400
2018-03-01 44.6349983215332 44.94499969482422 43.165000915527344 43.75 41.771480560302734 195208000
2018-03-02 43.20000076293945 44.07500076293945 43.11249923706055 44.0525016784668 42.060298919677734 153816000
2018-03-05 43.8025016784668 44.435001373291016 43.630001068115234 44.20500183105469 42.20589828491211 113605600
2018-03-06 44.477500915527344 44.5625 44.032501220703125 44.16749954223633 42.170101165771484 95154000
2018-03-07 43.73500061035156 43.962501525878906 43.567501068115234 43.75749969482422 41.778648376464844 126814000
2018-03-08 43.869998931884766 44.279998779296875 43.76750183105469 44.23500061035156 42.23454666137695 95096400
2018-03-09 44.4900016784668 45.0 44.34749984741211 44.994998931884766 42.960174560546875 128740800
2018-03-12 45.0724983215332 45.59749984741211 45.0525016784668 45.43000030517578 43.375511169433594 128828400
2018-03-13 45.647499084472656 45.875 44.810001373291016 44.99250030517578 42.95779037475586 126774000
2018-03-14 45.08000183105469 45.130001068115234 44.45249938964844 44.61000061035156 42.592594146728516 117473600
2018-03-15 44.625 45.060001373291016 44.51750183105469 44.662498474121094 42.64271545410156 90975200
2018-03-16 44.662498474121094 44.779998779296875 44.404998779296875 44.505001068115234 42.492340087890625 157618800
2018-03-19 44.33000183105469 44.36750030517578 43.415000915527344 43.82500076293945 41.84309005737305 133787200
2018-03-20 43.810001373291016 44.20000076293945 43.73500061035156 43.810001373291016 41.82876968383789 78597600
2018-03-21 43.7599983215332 43.772499084472656 42.814998626708984 42.817501068115234 40.88115692138672 148219600
2018-03-22 42.5 43.16999816894531 42.150001525878906 42.212501525878906 40.30350875854492 165963200
2018-03-23 42.09749984741211 42.47999954223633 41.23500061035156 41.23500061035156 39.37021255493164 164115200
2018-03-26 42.01750183105469 43.275001525878906 41.61000061035156 43.192501068115234 41.23918151855469 150164800
2018-03-27 43.41999816894531 43.787498474121094 41.72999954223633 42.084999084472656 40.1817741394043 163690400
2018-03-28 41.8125 42.505001068115234 41.29750061035156 41.619998931884766 39.73780059814453 166674000
2018-03-29 41.95249938964844 42.9375 41.724998474121094 41.94499969482422 40.04810333251953 153594000
2018-04-02 41.65999984741211 42.23500061035156 41.11750030517578 41.66999816894531 39.78554153442383 150347200
2018-04-03 41.90999984741211 42.1875 41.220001220703125 42.09749984741211 40.19371032714844 121112000
2018-04-04 41.220001220703125 43.002498626708984 41.192501068115234 42.90250015258789 40.962303161621094 138422000
2018-04-05 43.14500045776367 43.557498931884766 43.02000045776367 43.20000076293945 41.246360778808594 107732800
2018-04-06 42.74250030517578 43.119998931884766 42.04999923706055 42.095001220703125 40.19131851196289 140021200
2018-04-09 42.470001220703125 43.272499084472656 42.462501525878906 42.51250076293945 40.58994674682617 116070800
2018-04-10 43.25 43.5 42.88249969482422 43.3125 41.35376739501953 113634400
2018-04-11 43.057498931884766 43.47999954223633 42.92499923706055 43.11000061035156 41.16041946411133 89726400
2018-04-12 43.352500915527344 43.75 43.2599983215332 43.53499984741211 41.56619644165039 91557200
2018-04-13 43.69499969482422 43.959999084472656 43.462501525878906 43.682498931884766 41.707035064697266 100497200
2018-04-16 43.75749969482422 44.04750061035156 43.70750045776367 43.95500183105469 41.96720886230469 86313600
2018-04-17 44.122501373291016 44.73500061035156 44.102500915527344 44.560001373291016 42.54485321044922 106421600
2018-04-18 44.45249938964844 44.70500183105469 44.220001220703125 44.459999084472656 42.449363708496094 83018000
2018-04-19 43.439998626708984 43.84749984741211 43.165000915527344 43.20000076293945 41.246360778808594 139235200
2018-04-20 42.650001525878906 42.80500030517578 41.35749816894531 41.43000030517578 39.556396484375 261964400
2018-04-23 41.70750045776367 41.72999954223633 41.022499084472656 41.310001373291016 39.44182586669922 146062000
2018-04-24 41.41749954223633 41.58250045776367 40.30500030517578 40.73500061035156 38.892826080322266 134768000
2018-04-25 40.654998779296875 41.35499954223633 40.602500915527344 40.912498474121094 39.06230163574219 113528400
2018-04-26 41.029998779296875 41.432498931884766 40.842498779296875 41.05500030517578 39.19835662841797 111852000
2018-04-27 41.0 41.08250045776367 40.157501220703125 40.58000183105469 38.74483108520508 142623200
2018-04-30 40.532501220703125 41.814998626708984 40.459999084472656 41.314998626708984 39.44660568237305 169709600
2018-05-01 41.602500915527344 42.29999923706055 41.317501068115234 42.275001525878906 40.36318588256836 214277600
2018-05-02 43.807498931884766 44.4375 43.45000076293945 44.14250183105469 42.14622497558594 266157600
2018-05-03 43.970001220703125 44.375 43.61000061035156 44.22249984741211 42.222599029541016 136272800
2018-05-04 44.5625 46.0625 44.54249954223633 45.95750045776367 43.87914276123047 224805200
2018-05-07 46.29499816894531 46.91749954223633 46.1875 46.290000915527344 44.196624755859375 169805600
2018-05-08 46.247501373291016 46.55500030517578 45.91749954223633 46.51250076293945 44.4090461730957 113611200
